seller_id,seller_zip_code_prefix,seller_city,seller_state,geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,5372.0,sao jose dos campos,SP,-23.18813520122337,-45.88770488412487
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,5372.0,sao paulo,SP,-23.582195623758963,-46.7629234895008
05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,5372.0,são paulo,SP,-23.58243922323988,-46.76375167776562
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,88705.0,tubarao,SC,-28.479747809970565,-48.99746326008253
7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,88705.0,tubarão,SC,-28.4827070202974,-48.99478607556038
1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,42738.0,lauro de freitas,BA,-12.894841198667141,-38.339099858948224
166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,88780.0,imbituba,SC,-28.23919513267532,-48.67329713366172
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,70740.0,brasilia,DF,-15.768854999999997,-47.891034000000005
e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,70740.0,brasília,DF,-15.767833499999998,-47.891282625
d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,45810.0,porto seguro,BA,-16.434573642906564,-39.07602575113308
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,5138.0,sao paulo,SP,-23.48508648840897,-46.73451755065207
f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,5138.0,são paulo,SP,-23.48538441549393,-46.73298902775692
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,11440.0,guaruja,SP,-23.98386446992709,-46.23980963183104
4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,11440.0,guarujá,SP,-23.98486374298865,-46.24178452859343
4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,14910.0,tabatinga,SP,-21.736670106758545,-48.68785503413496
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,4156.0,sao paulo,SP,-23.632171266302173,-46.622316818627695
f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,4156.0,são paulo,SP,-23.631141803220032,-46.62280329586245
2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,13320.0,salto,SP,-23.20247301887012,-47.29433699694157
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,98910.0,tres de maio,RS,-27.776911101542897,-54.23552181591138
8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,98910.0,três de maio,RS,-27.778193604831113,-54.23676987562622
2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,30494.0,belo horizonte,MG,-19.96073617623641,-43.95972617845809
2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,86707.0,arapongas,PR,-23.42474812938231,-51.432735733794914
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,9850.0,sao bernardo do campo,SP,-23.7276844565756,-46.58035966708981
116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,9850.0,são bernardo do campo,SP,-23.72630346776258,-46.58012351017187
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,4857.0,sao paulo,SP,-23.783581089647413,-46.68409296568838
430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,4857.0,são paulo,SP,-23.783565293078368,-46.68332850770384
406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,18500.0,laranjal paulista,SP,-23.052593350185855,-47.836107207115525
4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,80210.0,curitiba,PR,-25.43990022814357,-49.2462196629093
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,2261.0,sao paulo,SP,-23.467961586450706,-46.57715387093891
e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,2261.0,são paulo,SP,-23.46803738667389,-46.57747030986857
d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,88495.0,garopaba,SC,-28.029840261509012,-48.6232941268394
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,3562.0,sao paulo,SP,-23.54488514293956,-46.49740370774424
d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,3562.0,são paulo,SP,-23.544801447501744,-46.49545338334878
9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,37650.0,camanducaia,MG,-22.754789486324828,-46.13990303459445
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,17602.0,tupa,SP,-21.93085366540663,-50.49756182976886
1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,17602.0,tupã,SP,-21.92995020555447,-50.499732210738955
1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,7241.0,guarulhos,SP,-23.44660201082004,-46.4276417216227
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,83050.0,sao jose dos pinhais,PR,-25.499377069652105,-49.17647608520463
d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,83050.0,são josé dos pinhais,PR,-25.499700754855255,-49.17749520510417
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,3445.0,sao paulo,SP,-23.54876995716755,-46.52881451741304
ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,3445.0,são paulo,SP,-23.548825026371947,-46.52815494240869
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,4133.0,sao paulo,SP,-23.619800110883467,-46.619258765263446
b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,4133.0,são paulo,SP,-23.622918784697482,-46.617561873826034
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,72233.0,brasilia,DF,-15.848097556383156,-48.112228922247255
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,72233.0,brasília,DF,-15.847618292790168,-48.111364122361266
d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,72233.0,ceilandia,DF,-15.84777063762379,-48.11320617572606
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,70645.0,brasilia,DF,-15.781909652205895,-47.933322427609966
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,70645.0,brasília,DF,-15.7815973002524,-47.93350193615482
768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,70645.0,cruzeiro,DF,-15.78032621820661,-47.9382746184793
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,88730.0,sao ludgero,SC,-28.328163640752237,-49.1775597569998
a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,88730.0,são ludgero,SC,-28.3284008575245,-49.17713236620572
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,88075.0,florianopolis,SC,-27.583709059957247,-48.58054581458833
5c030029b5916fed0986310385ec9009,88075,sao jose,SC,88075.0,florianópolis,SC,-27.58269886498062,-48.581022974587675
c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,13416.0,piracicaba,SP,-22.716528528160943,-47.64025398154823
c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,90850.0,porto alegre,RS,-30.0654429567055,-51.2266022627676
8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,37584.0,congonhal,MG,-22.15182621397245,-46.039438003454805
28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,31950.0,belo horizonte,MG,-19.867634779906503,-43.89928869983838
41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,31555.0,belo horizonte,MG,-19.842312483625705,-43.979913824802324
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,9251.0,santo andre,SP,-23.630404714957596,-46.50706001096428
8759e7aedd644f487315e5860962f162,9251,santo andre,SP,9251.0,santo andré,SP,-23.630343998066756,-46.508486144324536
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,4705.0,sao paulo,SP,-23.621443994171614,-46.69479045559464
e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,4705.0,são paulo,SP,-23.62118329753588,-46.69481003220032
d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,6144.0,osasco,SP,-23.567109963670614,-46.80112352709052
0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,13270.0,valinhos,SP,-22.975093324676056,-47.00146007593362
ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,89214.0,joinville,SC,-26.327037478215686,-48.87983368887412
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,11446.0,guaruja,SP,-23.93984721298775,-46.18282139548727
41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,11446.0,guarujá,SP,-23.939792445437664,-46.185738012134074
0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,28990.0,saquarema,RJ,-22.93009866316372,-42.4970039999183
7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,88390.0,barra velha,SC,-26.64316060183339,-48.68786092554536
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,25730.0,petropolis,RJ,-22.422425223048272,-43.131764472738595
c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,25730.0,petrópolis,RJ,-22.414746805633953,-43.131543991159575
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,95500.0,santo antonio da patrulha,RS,-29.83059776597993,-50.52001093340477
b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,95500.0,santo antônio da patrulha,RS,-29.83108209421195,-50.52092712530552
13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,84010.0,ponta grossa,PR,-25.09401432889011,-50.160957435552675
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,6544.0,santana de parnaiba,SP,-23.46140675906358,-46.8358484639252
cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,6544.0,santana de parnaíba,SP,-23.462398028840266,-46.852873557741695
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,9121.0,santo andre,SP,-23.678768166025044,-46.502409454102114
02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,9121.0,santo andré,SP,-23.685749523638123,-46.50131343353643
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,13568.0,sao carlos,SP,-22.00355983236193,-47.85609149999999
c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,13568.0,são carlos,SP,-21.999915,-47.855852733135215
55f7a3319d80f7fdf078b8f03e6725fe,6056,osasco,SP,6056.0,osasco,SP,-23.566754289341567,-46.7883305829355
2d50d6282f8aa2257819a77bfaa0efe0,14940,ibitinga,SP,14940.0,ibitinga,SP,-21.7575376839452,-48.82926174236043
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,5741.0,sao paulo,SP,-23.610628132761825,-46.74780377158229
b7e1750c1157341d2abd0251e07c186b,5741,sao paulo,SP,5741.0,são paulo,SP,-23.611005723007683,-46.746756634052765
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,83010.0,sao jose dos pinhais,PR,-25.544015988577968,-49.1822929118818
b90e891671cffd9557f33a97dc523645,83010,sao jose dos pinhais,PR,83010.0,são josé dos pinhais,PR,-25.54162165606529,-49.18280494046939
a416b6a846a11724393025641d4edd5e,3702,sao paulo,SP,3702.0,sao paulo,SP,-23.51613685387212,-46.5477308798257
7e93a43ef30c4f03f38b393420bc753a,6429,barueri,SP,6429.0,barueri,SP,-23.48936092560812,-46.95410833527528
5206cc4bc2297c833e6061c49bf9c43f,6192,osasco,SP,6192.0,osasco,SP,-23.52774981568486,-46.80287964197576
f410c8873029fcc3809b9df6d0b28914,95076,caxias do sul,SP,95076.0,caxias do sul,RS,-29.17915863755419,-51.147170889601654
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,3569.0,sao paulo,SP,-23.54267840383171,-46.49064216180969
ef506c96320abeedfb894c34db06f478,3569,sao paulo,SP,3569.0,são paulo,SP,-23.545462853825477,-46.49078504556215
a13aaf2d2886ab9fb30fb9a920160b8f,89207,joinville,SC,89207.0,joinville,SC,-26.32238680534501,-48.82952916902304
7299e27ed73d2ad986de7f7c77d919fa,38440,araguari,MG,38440.0,araguari,MG,-18.651529639281804,-48.19262151872806
8a9260f2b0340411d6d2a56bcf4f7378,32180,contagem,MG,32180.0,contagem,MG,-19.863027426522585,-44.02479298496488
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,89258.0,jaragua do sul,SC,-26.49124129933922,-49.054857119825
dedcab67899479e4ea5dcc4eba47f587,89258,jaragua do sul,SC,89258.0,jaraguá do sul,SC,-26.489398128224376,-49.05172103898099
b2479f944e1b90cf8a5de1bbfde284d6,14940,ibitinga,SP,14940.0,ibitinga,SP,-21.7575376839452,-48.82926174236043
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,9715.0,sao bernardo do campo,SP,-23.7154682190099,-46.54587948534376
7722b1df1b0e383e000397b2c11e3e19,9715,sao bernardo do campo,SP,9715.0,são bernardo do campo,SP,-23.717133881102008,-46.54582071433404
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC,88501.0,lages,SC,-27.81777800017045,-50.33059873285502
78813699ffac347fe27dba345a5f1551,95711,bento goncalves,RS,95711.0,vale dos vinhedos,RS,-29.17519237322801,-51.56925812204669
3296662b1331dea51e744505065ae889,15805,catanduva,SP,15805.0,catanduva,SP,-21.124255389953248,-48.96369146142302
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,9400.0,ribeirao pires,SP,-23.711336964326513,-46.41259348075711
411f3b52d857390502ee4e4d5ceabc2d,9400,ribeirao pires,SP,9400.0,ribeirão pires,SP,-23.712947685815696,-46.41012723975236
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,4726.0,sao paulo,SP,-23.6359439632011,-46.71174842323435
bba3293d6f5d5af2f415e004e8b93ae3,4726,sao paulo,SP,4726.0,são paulo,SP,-23.636457742036885,-46.711742536643705
4e7c18b98d84e05cbae3ff0ff03846c2,14882,jaboticabal,SP,14882.0,jaboticabal,SP,-21.246479099863258,-48.3180082512998
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,19830.0,echapora,SP,-22.429665636729425,-50.20521649717411
b56906f7fd1696e043f1bcce164c487b,19830,echapora,SP,19830.0,echaporã,SP,-22.42930234200825,-50.205234449192936
d650b663c3b5f6fb392b6326366efa9a,6713,cotia,SP,6713.0,cotia,SP,-23.607269370979644,-46.858689188430304
669ae81880e08f269a64487cfb287169,89160,rio do sul,SC,89160.0,rio do sul,SC,-27.21540783319318,-49.64128007016929
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,4275.0,sao paulo,SP,-23.593676605603346,-46.61655098834325
c2d70ce2c5d0a2eb75e78668236e6dc8,4275,sao paulo,SP,4275.0,são paulo,SP,-23.594690210658428,-46.617807363033045
674207551483fec113276b67b0d871ff,18040,sorocaba,SP,18040.0,sorocaba,SP,-23.506028078264777,-47.470331520409715
abe42c5d03695b4257b5c6cbf4e6784e,21235,rio de janeiro,RJ,21235.0,rio de janeiro,RJ,-22.837595403846905,-43.323451475849744
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,14850.0,pradopolis,SP,-21.359815149354805,-48.07263235702677
1996942dc085d7773ba77a529b163cd0,14850,pradopolis,SP,14850.0,pradópolis,SP,-21.35983923539115,-48.0723735320806
79b93a308a97792cf53ac75f46da00b5,22420,rio de janeiro,RJ,22420.0,rio de janeiro,RJ,-22.985480048978644,-43.20398699486412
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1125.0,sao paulo,SP,-23.52628837691152,-46.6404078985516
7cf4ea70955b00d6b3c22542598e2715,1125,sao paulo,SP,1125.0,são paulo,SP,-23.52557704163538,-46.64079682015692
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,24813.0,itaborai,RJ,-22.747681495188548,-42.8882982107112
63ffcb71394dd8ea3872ed9ffda17c74,24813,itaborai,RJ,24813.0,itaboraí,RJ,-22.748116157070065,-42.89575294695987
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5786.0,sao paulo,SP,-23.635321580653542,-46.7719459836257
83353a83fd769dfafa4f21a72b15e3e5,5786,sao paulo,SP,5786.0,são paulo,SP,-23.635151532543045,-46.77266303255946
cda598c48d7c614bc1cad7d8ff6f0010,15137,mirassol,SP,15137.0,mirassol,SP,-20.824023668423,-49.49190928448127
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,9190.0,santo andre,SP,-23.675479664031382,-46.53946447393866
d4910f1cdcfdabd48d6b316e395d4a23,9190,santo andre,SP,9190.0,santo andré,SP,-23.673049888712505,-46.537525394108194
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,16200.0,birigui,SP,-21.29478941455165,-50.342700085875066
709e16e2b25c7474d980076c6bfc4806,16200,birigui,SP,16200.0,birigüi,SP,-21.29437015988812,-50.343213326255125
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,3569.0,sao paulo,SP,-23.54267840383171,-46.49064216180969
9dc79dd988ac42f4d56c340d7048420a,3569,sao paulo,SP,3569.0,são paulo,SP,-23.545462853825477,-46.49078504556215
276677b5d08786d5dce7c2149dcce48b,31730,belo horizonte,MG,31730.0,belo horizonte,MG,-19.833721114345916,-43.9451567019751
9c4d31c7e46ab03a43fc06e3142afd4e,20785,rio de janeiro,RJ,20785.0,rio de janeiro,RJ,-22.886220101852437,-43.26766626789475
512d298ac2a96d1931b6bd30aa21f61d,20060,rio de janeiro,RJ,20060.0,rio de janeiro,RJ,-22.90688289702239,-43.184569704137566
422be4cc81a457fdb46f47edeb968ae5,14940,ibitinga,SP,14940.0,ibitinga,SP,-21.7575376839452,-48.82926174236043
99cd94252748d2bdde08e17858233602,12401,sao paulo,SP,12401.0,pindamonhangaba,SP,-22.92165312169474,-45.46268233298903
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1425.0,sao paulo,SP,-23.57288855398464,-46.65918149999999
698624c6632eeba1774924dbea24c700,1425,sao paulo,SP,1425.0,são paulo,SP,-23.572550478071456,-46.65929226832187
8bb48dc19fccaa8613b6229bf7f452a2,19803,assis,SP,19803.0,assis,SP,-22.67542885928214,-50.43778446156725
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,13820.0,jaguariuna,SP,-22.695764459181124,-46.98728416942676
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,13820.0,jaguariúna,SP,-22.68906388714114,-46.99061926181018
ad87df7699e83b8a91822a4a0b765c3a,13820,jaguariuna,SP,13820.0,monte alegre do sul,SP,-22.688179417710174,-46.9877267479103
d6b664fa0667064c6d76394e7848d790,14801,araraquara,SP,14801.0,araraquara,SP,-21.791151858733887,-48.1822903695269
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,27963.0,macae,RJ,-22.337740214418265,-41.75549985871914
98f52e1020fe788c10c0418de4393fec,27963,macae,RJ,27963.0,macaé,RJ,-22.336187572983423,-41.7539159467494
62760d278921b5f352461620d68a9cee,13320,salto,SP,13320.0,salto,SP,-23.20247301887012,-47.29433699694157
eb72802c83dc7547529c9546d1a9b8ef,13504,rio claro,SP,13504.0,rio claro,SP,-22.392665048156225,-47.57888451865112
3f9be91358837bff69df67edfa3e42e8,86039,londrina,PR,86039.0,londrina,PR,-23.32116052510254,-51.14229042105706
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,5101.0,sao paulo,SP,-23.504796985284813,-46.72902426034391
1d4587203296c8f4ad134dc286fa6db0,5101,sao paulo,SP,5101.0,são paulo,SP,-23.505625424923537,-46.72805974132955
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,14010.0,ribeirao preto,SP,-21.179701970021377,-47.808987398652384
791cfcfe22fe4a771ece27f90017da92,14010,ribeirao preto,SP,14010.0,ribeirão preto,SP,-21.176680285042405,-47.8091725567546
392f7f2c797e4dc077e4311bde2ab8ce,21210,rio de janeiro,RN,21210.0,rio de janeiro,RJ,-22.84101375021634,-43.30078860574758
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,37410.0,tres coracoes,MG,-21.694107281809742,-45.25798386330575
0c8380b62e38e8a1e6adbeba7eb9688c,37410,tres coracoes,MG,37410.0,três corações,MG,-21.69310920837839,-45.25774109799786
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,4248.0,sao paulo,SP,-23.612502896603388,-46.596768495974956
37be5a7c751166fbc5f8ccba4119e043,4248,sao paulo,SP,4248.0,são paulo,SP,-23.61238337246812,-46.59942309824574
87d73636a3acf123e842bb890a4db036,15190,nhandeara,SP,15190.0,nhandeara,SP,-20.693709830088586,-50.04282904840793
3d3ccf2b2f8134b10dce9dd446f0e075,14940,ibitinga,SP,14940.0,ibitinga,SP,-21.7575376839452,-48.82926174236043
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,3514.0,sao paulo,SP,-23.534771919787648,-46.52053231418429
e24d3429d294b2eb200b064ebb035879,3514,sao paulo,SP,3514.0,são paulo,SP,-23.53336881218608,-46.521530352913246
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,71070.0,brasilia,DF,-15.84707149975271,-47.973200169600496
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,71070.0,brasília,DF,-15.846140380604526,-47.964838725094594
44073f8b7e41514de3b7815dd0237f4f,71070,brasilia,DF,71070.0,guara,DF,-15.8489315193154,-47.96838645942678
05ca864204d09595ae591b93ea9cf93d,6465,barueri,SP,6465.0,barueri,SP,-23.50779131246589,-46.84809115539192
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,1044.0,sao paulo,SP,-23.545662511930896,-46.641384647440745
9d39404483343dd55c7ae254494d8388,1044,sao paulo,SP,1044.0,são paulo,SP,-23.544896375238064,-46.64201998306312
f9eda05b67bef472deaddbba84aca289,88870,orleans,SC,88870.0,orleans,SC,-28.357636847029433,-49.288007151003185
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,70384.0,brasilia,DF,-15.827650452464116,-47.92428380531554
75745ef7bc7d4f3ea3380f6f5303f514,70384,brasilia,DF,70384.0,brasília,DF,-15.82798005511547,-47.92351176903193
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,2310.0,sao paulo,SP,-23.473095475820845,-46.60013280391252
0692610d8abe24f287e9fae90ea0bbee,2310,sao paulo,SP,2310.0,são paulo,SP,-23.47348497890817,-46.60069184624041
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,2016.0,sao paulo,SP,-23.50118934143159,-46.62731293450283
7b07b3c7487f0ea825fc6df75abd658b,2016,sao paulo,SP,2016.0,são paulo,SP,-23.501868983207352,-46.62820137572854
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,78095.0,cuiaba,MT,-15.66298814534346,-56.05591895686459
99002261c568a84cce14d43fcffb43ea,78095,cuiaba,MT,78095.0,cuiabá,MT,-15.66310665076817,-56.04289647808743
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,13575.0,sao carlos,SP,-22.033689569421924,-47.90937334658665
e5899683388855d3dabe8913bbe365de,13575,sao carlos,SP,13575.0,são carlos,SP,-22.0342077238444,-47.90903924771799
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,1040.0,sao paulo,SP,-23.540674195539214,-46.63791756764675
784ba75dd9d20200c4caed3d7a77141a,1040,sao paulo,SP,1040.0,são paulo,SP,-23.540876706359263,-46.6382183104334
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,3322.0,sao paulo,SP,-23.548808031926193,-46.56640720809048
099095b050cfe8eb1ddff5317587e96e,3322,sao paulo,SP,3322.0,são paulo,SP,-23.550657742296163,-46.573378852487146
0ad80de75c811326389cfb1daba7d45e,20261,rio de janeiro,RJ,20261.0,rio de janeiro,RJ,-22.923716505554246,-43.21260688086444
b9a03475e6447e631b6799ec8274800f,85830,formosa do oeste,PR,85830.0,formosa do oeste,PR,-24.29601073646984,-53.313639374821705
ba6b4a237f92479743cf0ca06b67a9ac,23550,rio de janeiro,RJ,23550.0,rio de janeiro,RJ,-22.93156500415494,-43.69014093741702
ea00f977a203ff88adf7057cb7806998,11085,santos,SP,11085.0,santos,SP,-23.93859650011278,-46.36324264071785
82e0a475a88cc9595229d8029273f045,3417,sao paulo,SP,3417.0,sao paulo,SP,-23.54025833152522,-46.54851555648047
